Yoshingiz,Ta'lim darajangiz,Jinsingiz,lottereya,Hozirda qaysi shahrda va davlatda yashayapsiz?,Davlatni parlament va saylovlar bilan hisoblashmaydigan kuchli davlat rahbari boshqaradigan tuzumga qanday qaraysiz?,"Hukumat emas, ekspertlar guruhi  davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?",Harbiylar (ya'ni armiya) davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?,Erkin va ochiq saylovlar orqali hukumat tepasiga keladigan rahbarlar boshqaradigan davlat tuzumiga qanday qaraysiz?,"Siyosiy partiylar bo'lmagan, Islomiy shariat asosida boshqariladigan davlat tuzumiga qanday qaraysiz?",Bitta partiya bilan boshqariladigan kommunist tuzumiga qanday qaraysiz?,"Rahbarlar emas, oddiy xalq muhim masalalarni ovoz berish yo'li bilan hal qiladigan davlat tuzumiga qanday qaraysiz?",Quyidagilardan qaysilarini demokratiyaning muhim xususiyatlari deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,5 yil oldingi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Hozirgi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Demokratik davlatda yashash Siz uchun qanchalik muhim?,"""O'zbekiston demokratik davlat bo'lishi kerak"". Bu fikrni qanchalik qo'llab-quvvatlaysiz?","""Davlat boshqaruvida Islom dini muhim ahamiyat kasb etishi kerak"". Bu fikrga qanday qaraysiz?"
23,1,Ayol,0,0,8,3,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",5,6,9,Qo'llab-quvvatlayman,1
24,2,Erkak,1,1,2,10,3,9,7,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,4,10,To'la qo'llab-quvvatlayman,9
25,2,Ayol,0,0,4,1,1,5,1,1,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",7,8,10,To'la qo'llab-quvvatlayman,5
24,3,Erkak,1,1,10,7,2,10,10,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,5,10,To'la qo'llab-quvvatlayman,10
52,2,Ayol,0,0,1,6,1,10,1,2,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",8,8,10,Qo'llab-quvvatlayman,6
25,2,Erkak,0,0,6,2,4,10,5,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",5,7,10,To'la qo'llab-quvvatlayman,7
26,1,Erkak,1,1,2,4,3,8,10,1,8,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,4,5,8,Qo'llab-quvvatlayman,10
27,2,Erkak,1,1,4,7,4,7,10,3,7,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,4,3,10,Qo'llab-quvvatlayman,10
26,2,Ayol,1,1,1,3,2,9,3,1,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",3,5,10,To'la qo'llab-quvvatlayman,3
27,2,Erkak,0,0,1,10,1,8,10,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,7,10,To'la qo'llab-quvvatlayman,10
23,2,Erkak,1,1,1,8,1,10,3,1,2,,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,3,10,Bu savolga neytral qarayman,4
25,2,Erkak,1,1,1,10,8,7,10,2,7,,,,6,6,6,Qo'llab-quvvatlayman,10
24,3,Erkak,1,1,3,6,3,8,8,4,4,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",3,5,8,Qo'llab-quvvatlayman,8
23,2,Erkak,1,1,6,9,1,10,8,1,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",1,1,10,Qo'llab-quvvatlayman,10
27,2,Erkak,0,0,10,1,1,10,5,1,4,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,5,4,10,Qo'llab-quvvatlayman,10
28,2,Erkak,0,0,5,5,3,8,9,3,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,4,10,Qo'llab-quvvatlayman,8
26,2,Erkak,1,1,7,2,2,10,6,2,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,8,6,10,Qo'llab-quvvatlayman,8
28,2,Erkak,0,0,3,10,1,10,10,1,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,3,8,Qo'llab-quvvatlayman,10
44,3,Erkak,0,0,6,5,1,10,4,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,6,9,Qo'llab-quvvatlayman,6
47,1,Erkak,0,0,2,8,2,9,1,2,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,5,7,9,Qo'llab-quvvatlayman,9
46,1,Erkak,1,1,4,8,1,9,10,1,4,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,7,10,Bu savolga neytral qarayman,10
34,2,Erkak,1,1,1,6,2,9,7,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,3,6,10,To'la qo'llab-quvvatlayman,10
34,1,Ayol,0,0,2,2,1,9,6,3,2,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,4,6,10,Qo'llab-quvvatlayman,5
45,2,Ayol,0,0,5,4,2,9,5,3,7,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,7,8,8,Qo'llab-quvvatlayman,9
51,1,Erkak,0,0,1,7,1,6,5,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,6,10,To'la qo'llab-quvvatlayman,6
28,2,Erkak,1,1,3,2,2,9,9,3,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,6,9,Qo'llab-quvvatlayman,9
44,2,Erkak,0,0,2,7,2,9,7,2,8,,,,4,4,8,Qo'llab-quvvatlayman,6
47,2,Erkak,0,0,4,6,1,9,1,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,To'la qo'llab-quvvatlayman,5
46,1,Erkak,1,0,1,1,1,10,1,2,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,1,1,10,To'la qo'llab-quvvatlayman,5
34,1,Ayol,0,0,4,3,6,5,9,3,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,2,8,Bu savolga neytral qarayman,5
34,1,Erkak,1,1,4,4,3,10,10,1,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,6,10,Qo'llab-quvvatlayman,10
45,1,Erkak,1,1,2,5,3,9,6,4,4,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",4,6,9,To'la qo'llab-quvvatlayman,6
51,2,Erkak,1,1,3,6,1,10,7,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,4,10,To'la qo'llab-quvvatlayman,6
23,2,Erkak,0,0,6,8,6,10,6,4,8,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,5,2,5,Qo'llab-quvvatlayman,9
24,2,Ayol,0,0,1,10,2,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,10,7,10,To'la qo'llab-quvvatlayman,10
25,2,Erkak,0,0,1,2,2,10,6,6,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,8,6,Qo'llab-quvvatlayman,6
24,2,Ayol,0,0,8,1,3,10,7,1,1,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,3,7,10,To'la qo'llab-quvvatlayman,10
52,1,Erkak,0,0,3,7,2,9,5,3,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,6,10,Qo'llab-quvvatlayman,8
25,1,Ayol,0,0,4,5,3,10,1,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,9,8,10,To'la qo'llab-quvvatlayman,5
26,1,Ayol,1,1,1,1,1,10,6,1,5,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",4,6,6,Qo'llab-quvvatlayman,7
27,2,Erkak,0,0,5,1,4,10,1,10,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi,Davlat odamlar daromadlarini teng qilib qo'yishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",8,6,6,Bu savolga neytral qarayman,6
23,1,Ayol,0,0,5,10,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,6,10,Qo'llab-quvvatlayman,2
25,1,Ayol,0,0,10,1,9,9,,10,10,Davlat ishsizlarga moddiy yordam beradi,Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",10,9,10,To'la qo'llab-quvvatlayman,10
24,2,Erkak,0,0,2,3,1,10,1,1,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,4,10,To'la qo'llab-quvvatlayman,2
28,2,Ayol,0,0,7,10,3,10,1,,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",,,10,To'la qo'llab-quvvatlayman,1
44,3,Erkak,0,0,3,7,5,10,8,6,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",5,5,10,Qo'llab-quvvatlayman,8
47,2,Ayol,0,0,5,4,2,7,10,4,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",3,4,5,Qo'llab-quvvatlayman,10
46,2,Erkak,1,1,3,8,1,10,7,1,10,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,5,5,10,To'la qo'llab-quvvatlayman,10
34,1,Erkak,1,1,1,10,1,10,1,5,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,3,8,10,To'la qo'llab-quvvatlayman,1
34,2,Ayol,0,0,6,1,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,9,10,Qo'llab-quvvatlayman,10
45,2,Erkak,0,0,10,10,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",10,5,10,To'la qo'llab-quvvatlayman,1
